prefecture_code,prefecture_name,target_year,target_month,base_year,release_type,total_guests,average_occupancy_rate,average_facilities,foreign_share_pct,demand_vs_base_pct,demand_ltm_yoy_pct,foreign_ltm_yoy_pct,occupancy_ltm_yoy_pp,facility_ltm_yoy_pct,foreign_share_yoy_pp,recent_demand_yoy_pct,recent_occupancy_yoy_pp,monthly_cv,peak_month_share_pct,seasonal_occupancy_cv,seasonal_occupancy_cv_percentile,seasonal_occupancy_cv_relative,top3_demand_share_pct,top3_demand_share_pct_percentile,top3_demand_share_pct_relative,demand_ltm_yoy_pct_percentile,demand_ltm_yoy_pct_relative,foreign_share_pct_percentile,foreign_share_pct_relative,facility_ltm_yoy_pct_percentile,facility_ltm_yoy_pct_relative,recent_demand_yoy_pct_percentile,recent_demand_yoy_pct_relative,recovery_direction,demand_mix_direction,momentum_direction,supply_demand_direction,market_state,market_characteristics,is_watch,signals,watch_reasons,observed_fact,interpretation,next_action,data_quality_note
24,三重県,2025,12,2019,final,9368560.0,57.483333333333334,1145.4166666666667,4.059535296779869,108.93813758082953,11.926750184582069,57.724049268029695,5.225000000000001,4.580384995815279,1.1787406739127175,12.828350282131385,5.06666666666667,0.16107277892982394,11.103413971837721,0.08655981560095871,43.61702127659575,全国中位50%,30.20773736838959,71.27659574468085,全国中位50%,94.68085106382979,全国上位25%,7.446808510638298,全国下位25%,64.8936170212766,全国中位50%,94.68085106382979,全国上位25%,↑,↑,↑,↑,インバウンド主導・需要拡大型,,False,供給追随型成長 / インバウンド主導 / コロナ前水準超過,,LTM延べ宿泊者数は前年比+11.9%、2019年同月終了LTM比108.9%。直近3か月需要は前年比+12.8%、LTM平均稼働率は前年差+5.2pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
25,滋賀県,2025,12,2019,final,4833770.0,53.15,727.1666666666666,6.371631252624763,96.36414381547601,-1.3099411383992843,-8.57304004512126,-1.7583333333333329,7.569033530571989,-0.5061722276209739,0.691042276448206,-1.6000000000000014,0.17280143068382972,11.227054659199755,0.1033109585681808,64.8936170212766,全国中位50%,29.9784640146304,64.8936170212766,全国中位50%,39.361702127659576,全国中位50%,24.46808510638298,全国下位25%,88.29787234042553,全国上位25%,56.38297872340425,全国中位50%,↓,↓,↓,↓,供給増加警戒,,True,中期縮小 / 供給増加警戒,中期縮小 / 供給増加警戒,LTM延べ宿泊者数は前年比-1.3%、2019年同月終了LTM比96.4%。直近3か月需要は前年比+0.7%、LTM平均稼働率は前年差-1.8pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
26,京都府,2025,12,2019,final,33157290.0,66.74166666666666,3741.5833333333335,55.16500292997407,107.83012830102285,-3.079239489844121,7.989063663247742,4.0249999999999915,-5.745654546981271,5.654118622365232,-6.382036940163371,3.13333333333334,0.1162984328727775,9.503128874525029,0.10427460586547747,67.02127659574468,全国中位50%,28.467736657609834,15.957446808510639,全国下位25%,20.212765957446805,全国下位25%,96.80851063829788,全国上位25%,9.574468085106384,全国下位25%,11.702127659574469,全国下位25%,↑,↑,↓,↑,需要減速・中期縮小,,True,需要減速 / 中期縮小 / インバウンド主導 / コロナ前水準超過,需要減速 / 中期縮小,LTM延べ宿泊者数は前年比-3.1%、2019年同月終了LTM比107.8%。直近3か月需要は前年比-6.4%、LTM平均稼働率は前年差+4.0pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
27,大阪府,2025,12,2019,final,58772820.0,78.56666666666666,1644.9166666666667,41.7161027835656,123.92134355749573,2.335477103862127,-3.4504688913969184,3.4083333333333314,5.050558807876548,-2.4999305026855723,-6.289547503284643,-2.5,0.06988993484855954,9.366710666597248,0.05056984327825789,9.574468085106384,全国下位25%,27.31456479372608,7.446808510638298,全国下位25%,69.14893617021278,全国中位50%,94.68085106382979,全国上位25%,75.53191489361703,全国上位25%,13.829787234042554,全国下位25%,↑,↓,↑,↑,供給追随型成長,低季節性,False,供給追随型成長 / コロナ前水準超過,,LTM延べ宿泊者数は前年比+2.3%、2019年同月終了LTM比123.9%。直近3か月需要は前年比-6.3%、LTM平均稼働率は前年差+3.4pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
28,兵庫県,2025,12,2019,final,16395830.0,60.983333333333334,1905.5,12.147234998167217,113.72425120585301,-0.6653479263161399,32.264576969053,4.31666666666667,2.4278803081885014,3.02429830679184,-1.6440908572998847,2.4666666666666615,0.11567704771776993,10.432591701670486,0.058563138503900554,15.957446808510639,全国下位25%,28.740478524112532,24.46808510638298,全国下位25%,45.744680851063826,全国中位50%,56.38297872340425,全国中位50%,54.25531914893617,全国中位50%,37.234042553191486,全国中位50%,↑,↑,↓,↑,中期縮小,低季節性,True,中期縮小 / インバウンド主導 / コロナ前水準超過,中期縮小,LTM延べ宿泊者数は前年比-0.7%、2019年同月終了LTM比113.7%。直近3か月需要は前年比-1.6%、LTM平均稼働率は前年差+4.3pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
29,奈良県,2025,12,2019,final,3177220.0,50.925000000000004,599.3333333333334,16.369971232712874,116.5387775462895,12.092603176619177,30.053510702140418,4.858333333333341,6.563935397836729,2.2607581903697103,3.2899960301707054,2.1666666666666643,0.16284132640404936,10.386753199337786,0.12891654181006232,86.17021276595744,全国上位25%,29.62212248443608,56.38297872340425,全国中位50%,96.80851063829788,全国上位25%,64.8936170212766,全国中位50%,81.91489361702128,全国上位25%,73.40425531914893,全国中位50%,↑,↑,↑,↑,インバウンド主導・需要拡大型,高季節性,False,供給追随型成長 / インバウンド主導 / コロナ前水準超過,,LTM延べ宿泊者数は前年比+12.1%、2019年同月終了LTM比116.5%。直近3か月需要は前年比+3.3%、LTM平均稼働率は前年差+4.9pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
30,和歌山県,2025,12,2019,final,4955920.0,48.266666666666666,1017.75,17.701052478651793,93.08063174145855,-1.1244383793403423,11.341684752947746,5.774999999999999,-4.518802282855139,1.9818588182816619,-2.243109790279607,5.100000000000001,0.1672184791233943,11.184805243022486,0.10102956234322162,58.51063829787234,全国中位50%,30.028127976238515,67.02127659574468,全国中位50%,41.48936170212766,全国中位50%,67.02127659574468,全国中位50%,15.957446808510639,全国下位25%,30.851063829787233,全国中位50%,↓,↑,↓,↑,中期縮小,,True,中期縮小 / インバウンド主導,中期縮小,LTM延べ宿泊者数は前年比-1.1%、2019年同月終了LTM比93.1%。直近3か月需要は前年比-2.2%、LTM平均稼働率は前年差+5.8pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
31,鳥取県,2025,12,2019,final,2571850.0,52.15,609.5833333333334,7.9164803546085505,89.05544474916202,-1.055292234772709,71.97398428921362,2.0333333333333314,1.6678248783877692,3.361757508281875,-0.6626348344790478,-1.0999999999999943,0.17264684666516864,11.21643952796625,0.10800707539166886,73.40425531914893,全国中位50%,30.820226685071056,79.7872340425532,全国上位25%,43.61702127659575,全国中位50%,30.851063829787233,全国中位50%,50.0,全国中位50%,43.61702127659575,全国中位50%,↓,↑,↓,↑,中期縮小,ピーク集中型,True,中期縮小 / インバウンド主導,中期縮小,LTM延べ宿泊者数は前年比-1.1%、2019年同月終了LTM比89.1%。直近3か月需要は前年比-0.7%、LTM平均稼働率は前年差+2.0pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
32,島根県,2025,12,2019,final,3428130.0,54.05,730.1666666666666,3.3341792755817314,94.13698223877154,-0.48073992144430644,36.54282642456099,-1.3333333333333357,5.00958772770852,0.9040621968315392,11.78510486046127,3.2666666666666657,0.2137789643596644,11.26911756555323,0.13076022846323687,88.29787234042553,全国上位25%,31.808887060875758,90.42553191489363,全国上位25%,47.87234042553192,全国中位50%,3.1914893617021276,全国下位25%,73.40425531914893,全国中位50%,92.5531914893617,全国上位25%,↓,↑,↓,↓,供給増加警戒,高季節性 / ピーク集中型,True,中期縮小 / 供給増加警戒 / インバウンド主導,中期縮小 / 供給増加警戒,LTM延べ宿泊者数は前年比-0.5%、2019年同月終了LTM比94.1%。直近3か月需要は前年比+11.8%、LTM平均稼働率は前年差-1.3pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
33,岡山県,2025,12,2019,final,5845070.0,59.175,919.9166666666666,11.614574333583686,103.25720009398147,1.0612601989387294,32.07782101167316,1.1333333333333329,5.063291139240489,2.727514342470746,-1.808014678807468,-1.0666666666666629,0.1258127425722452,10.452569430306225,0.08458275981026937,37.234042553191486,全国中位50%,29.192635845250788,41.48936170212766,全国中位50%,64.8936170212766,全国中位50%,54.25531914893617,全国中位50%,77.6595744680851,全国上位25%,35.1063829787234,全国中位50%,↑,↑,↑,↑,足元稼働悪化,,True,稼働悪化 / 供給追随型成長 / インバウンド主導 / コロナ前水準超過,稼働悪化,LTM延べ宿泊者数は前年比+1.1%、2019年同月終了LTM比103.3%。直近3か月需要は前年比-1.8%、LTM平均稼働率は前年差+1.1pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
34,広島県,2025,12,2019,final,11631530.0,64.3,1101.8333333333333,18.189008668679012,100.00687833007902,-3.652202868682719,8.043816867962118,1.8833333333333258,0.4634906162145569,1.9690067469465369,-2.815865240518667,0.4000000000000057,0.1510369927644995,9.96790619978627,0.08900548675591256,45.744680851063826,全国中位50%,29.5064363845513,54.25531914893617,全国中位50%,15.957446808510639,全国下位25%,69.14893617021278,全国中位50%,41.48936170212766,全国中位50%,26.595744680851062,全国中位50%,↑,↑,↓,↑,需要減速・中期縮小,,True,需要減速 / 中期縮小 / インバウンド主導 / コロナ前水準超過,需要減速 / 中期縮小,LTM延べ宿泊者数は前年比-3.7%、2019年同月終了LTM比100.0%。直近3か月需要は前年比-2.8%、LTM平均稼働率は前年差+1.9pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
35,山口県,2025,12,2019,final,3716370.0,57.0,414.4166666666667,4.364743015361764,98.7883943167772,-1.8282535305025882,29.20981360522543,-0.9500000000000028,-1.622156280909981,1.0484744382877098,-3.4989213344633674,-3.06666666666667,0.11524528702032771,10.148881838998808,0.07167620385051113,24.46808510638298,全国下位25%,28.940875101241264,32.97872340425532,全国中位50%,37.234042553191486,全国中位50%,15.957446808510639,全国下位25%,28.723404255319153,全国中位50%,22.340425531914892,全国下位25%,↓,↑,↓,↓,中期縮小,低季節性,True,中期縮小 / インバウンド主導,中期縮小,LTM延べ宿泊者数は前年比-1.8%、2019年同月終了LTM比98.8%。直近3か月需要は前年比-3.5%、LTM平均稼働率は前年差-1.0pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
36,徳島県,2025,12,2019,final,2663200.0,52.61666666666667,574.0833333333334,8.63923100030039,103.68536211232839,4.924749822709007,32.50403132918682,4.19166666666667,-3.9191073919107366,1.7981625265788548,-3.358976526615376,-1.9666666666666686,0.14359054946092417,10.710048062481226,0.08989913120034561,47.87234042553192,全国中位50%,28.967032141784323,35.1063829787234,全国中位50%,84.04255319148936,全国上位25%,39.361702127659576,全国中位50%,20.212765957446805,全国下位25%,24.46808510638298,全国下位25%,↑,↑,↑,↑,足元需要減速,,True,需要減速 / 稼働悪化 / 需要先行型成長 / インバウンド主導 / コロナ前水準超過,需要減速 / 稼働悪化,LTM延べ宿泊者数は前年比+4.9%、2019年同月終了LTM比103.7%。直近3か月需要は前年比-3.4%、LTM平均稼働率は前年差+4.2pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
37,香川県,2025,12,2019,final,4931700.0,58.266666666666666,971.5833333333334,22.853174361781942,105.84750764608037,3.8972256573500452,24.295561069754612,5.583333333333329,20.531375995037738,3.7504695409692097,6.464912210342266,4.733333333333327,0.17995498826585238,11.936451933410385,0.10265571581711887,62.76595744680851,全国中位50%,30.962345641462374,84.04255319148936,全国上位25%,73.40425531914893,全国中位50%,81.91489361702128,全国上位25%,98.93617021276596,全国上位25%,84.04255319148936,全国上位25%,↑,↑,↑,↑,インバウンド主導・需要拡大型,ピーク集中型,False,供給追随型成長 / インバウンド主導 / コロナ前水準超過,,LTM延べ宿泊者数は前年比+3.9%、2019年同月終了LTM比105.8%。直近3か月需要は前年比+6.5%、LTM平均稼働率は前年差+5.6pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
38,愛媛県,2025,12,2019,final,4363300.0,57.15,660.6666666666666,13.311942795590493,99.49355947198843,-0.2163393371692024,28.447589562140642,2.133333333333333,-8.006498027384545,2.970648052682124,1.8787071372202924,1.8666666666666671,0.11322457218980449,9.719936745124103,0.08311154082525853,32.97872340425532,全国中位50%,28.766759104347628,26.595744680851062,全国中位50%,50.0,全国中位50%,60.63829787234043,全国中位50%,3.1914893617021276,全国下位25%,64.8936170212766,全国中位50%,↓,↑,↓,↑,中期縮小,,True,中期縮小 / インバウンド主導,中期縮小,LTM延べ宿泊者数は前年比-0.2%、2019年同月終了LTM比99.5%。直近3か月需要は前年比+1.9%、LTM平均稼働率は前年差+2.1pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
39,高知県,2025,12,2019,final,2813240.0,48.583333333333336,706.5,5.004194451948643,96.90435429591024,-3.723096614340027,6.870113110149556,2.2916666666666714,1.2419393360401099,0.49602718467212625,0.06789995150002781,4.0,0.19816782142186185,12.376121482703217,0.12079905236318453,81.91489361702128,全国上位25%,30.890005829577284,81.91489361702128,全国上位25%,13.829787234042554,全国下位25%,20.212765957446805,全国下位25%,45.744680851063826,全国中位50%,50.0,全国中位50%,↓,↑,↓,↑,中期縮小,高季節性 / ピーク集中型,True,中期縮小 / インバウンド主導,中期縮小,LTM延べ宿泊者数は前年比-3.7%、2019年同月終了LTM比96.9%。直近3か月需要は前年比+0.1%、LTM平均稼働率は前年差+2.3pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
40,福岡県,2025,12,2019,final,25483200.0,72.11666666666667,1386.5,33.045771331700884,124.79303754045591,6.401581293042757,14.014159162635398,0.24166666666667425,17.053609117771206,2.2064233896114835,2.875132317097351,-2.0999999999999943,0.062131035183145694,9.024847742826648,0.04209257352382889,5.319148936170213,全国下位25%,27.0304749795944,3.1914893617021276,全国下位25%,86.17021276595744,全国上位25%,92.5531914893617,全国上位25%,94.68085106382979,全国上位25%,71.27659574468085,全国中位50%,↑,↑,↑,↑,足元稼働悪化,低季節性,True,稼働悪化 / 供給追随型成長 / インバウンド主導 / コロナ前水準超過,稼働悪化,LTM延べ宿泊者数は前年比+6.4%、2019年同月終了LTM比124.8%。直近3か月需要は前年比+2.9%、LTM平均稼働率は前年差+0.2pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
41,佐賀県,2025,12,2019,final,2356840.0,52.5,384.5,10.675311009657,84.12118270205445,0.5079042871215744,9.730036198700343,1.375,0.3261578604044413,0.8971939656514216,-5.5287094940307036,-3.566666666666663,0.08369433429330632,9.594202406612244,0.056424050451804285,11.702127659574469,全国下位25%,28.110520866923505,13.829787234042554,全国下位25%,58.51063829787234,全国中位50%,50.0,全国中位50%,39.361702127659576,全国中位50%,18.085106382978726,全国下位25%,↓,↑,↑,↑,足元稼働悪化,低季節性,True,稼働悪化 / 供給追随型成長 / インバウンド主導,稼働悪化,LTM延べ宿泊者数は前年比+0.5%、2019年同月終了LTM比84.1%。直近3か月需要は前年比-5.5%、LTM平均稼働率は前年差+1.4pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
42,長崎県,2025,12,2019,final,7657250.0,56.28333333333333,1714.4166666666667,9.987528159587319,105.63399711678404,0.2541294397368832,18.889717998942878,3.05833333333333,0.1070507517882513,1.565513558600653,6.2683055414535005,6.633333333333333,0.15587423955204208,10.518528192236117,0.1016954078142596,60.63829787234043,全国中位50%,30.081948480198506,69.14893617021278,全国中位50%,56.38297872340425,全国中位50%,47.87234042553192,全国中位50%,37.234042553191486,全国中位50%,79.7872340425532,全国上位25%,↑,↑,↑,↑,インバウンド主導・需要拡大型,,False,供給追随型成長 / インバウンド主導 / コロナ前水準超過,,LTM延べ宿泊者数は前年比+0.3%、2019年同月終了LTM比105.6%。直近3か月需要は前年比+6.3%、LTM平均稼働率は前年差+3.1pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
43,熊本県,2025,12,2019,final,8437530.0,58.833333333333336,1361.5,20.88359982127471,110.53334852956782,4.430304545533303,19.72631035373096,3.008333333333333,7.043176308720422,2.668049012940614,7.156497553391783,1.5333333333333385,0.12657011897279566,9.925535079578976,0.08628004172598402,41.48936170212766,全国中位50%,29.11835572732778,37.234042553191486,全国中位50%,77.6595744680851,全国上位25%,75.53191489361703,全国上位25%,84.04255319148936,全国上位25%,86.17021276595744,全国上位25%,↑,↑,↑,↑,インバウンド主導・需要拡大型,,False,供給追随型成長 / インバウンド主導 / コロナ前水準超過,,LTM延べ宿泊者数は前年比+4.4%、2019年同月終了LTM比110.5%。直近3か月需要は前年比+7.2%、LTM平均稼働率は前年差+3.0pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
44,大分県,2025,12,2019,final,8128890.0,54.34166666666667,1328.9166666666667,18.349245714974614,102.86231650235553,-2.3978819969742826,-4.924020295249997,0.8833333333333329,-7.057932159925384,-0.4875335756624679,2.1435245575569084,3.266666666666673,0.1167236457408335,9.751392871597474,0.09060250317290529,50.0,全国中位50%,28.821401199917823,28.723404255319153,全国中位50%,32.97872340425532,全国中位50%,71.27659574468085,全国中位50%,5.319148936170213,全国下位25%,67.02127659574468,全国中位50%,↑,↓,↓,↑,中期縮小,,True,中期縮小 / コロナ前水準超過,中期縮小,LTM延べ宿泊者数は前年比-2.4%、2019年同月終了LTM比102.9%。直近3か月需要は前年比+2.1%、LTM平均稼働率は前年差+0.9pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
45,宮崎県,2025,12,2019,final,3887680.0,54.166666666666664,663.5833333333334,6.766246193102313,89.99092609396122,7.725089986117606,23.451285902008646,3.1499999999999986,3.684895833333335,0.8619376661037066,10.988556897647817,4.699999999999996,0.13182756876216423,10.452763601942547,0.1067324254895745,71.27659574468085,全国中位50%,28.909015145279447,30.851063829787233,全国中位50%,90.42553191489363,全国上位25%,28.723404255319153,全国中位50%,58.51063829787234,全国中位50%,90.42553191489363,全国上位25%,↓,↑,↑,↑,インバウンド主導・需要拡大型,,False,供給追随型成長 / インバウンド主導,,LTM延べ宿泊者数は前年比+7.7%、2019年同月終了LTM比90.0%。直近3か月需要は前年比+11.0%、LTM平均稼働率は前年差+3.1pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
46,鹿児島県,2025,12,2019,final,8452460.0,51.63333333333333,2049.5833333333335,8.387617332705508,101.02924214263089,0.882013138295834,14.339166196274489,-0.45000000000000284,4.592813098022552,0.9871809808741672,3.3868242496085443,-1.1333333333333329,0.1097019604177515,9.832758747157634,0.08172744578236113,30.851063829787233,全国中位50%,28.502944704855153,18.085106382978726,全国下位25%,62.76595744680851,全国中位50%,37.234042553191486,全国中位50%,67.02127659574468,全国中位50%,75.53191489361703,全国上位25%,↑,↑,↑,↓,供給増加警戒,,True,供給増加警戒 / インバウンド主導 / コロナ前水準超過,供給増加警戒,LTM延べ宿泊者数は前年比+0.9%、2019年同月終了LTM比101.0%。直近3か月需要は前年比+3.4%、LTM平均稼働率は前年差-0.5pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
47,沖縄県,2025,12,2019,final,33862060.0,60.24166666666667,5950.5,27.20357237569126,103.03176720983762,8.269862682134743,32.75585762420701,5.575000000000003,5.833703868385953,5.0175302809087725,1.6318496256820803,4.699999999999996,0.1494342066480605,10.958961150030447,0.07639957047583763,28.723404255319153,全国中位50%,30.31129824942724,75.53191489361703,全国上位25%,92.5531914893617,全国上位25%,86.17021276595744,全国上位25%,79.7872340425532,全国上位25%,62.76595744680851,全国中位50%,↑,↑,↑,↑,インバウンド主導・需要拡大型,ピーク集中型,False,供給追随型成長 / インバウンド主導 / コロナ前水準超過,,LTM延べ宿泊者数は前年比+8.3%、2019年同月終了LTM比103.0%。直近3か月需要は前年比+1.6%、LTM平均稼働率は前年差+5.6pt。,都道府県単位の一次スクリーニングであり、個別ホテルの収益性や担保価値を直接示さない。,対象ホテルの客室数・ADR・RevPAR・GOP、競合施設の開閉業、商圏別需要を追加確認する。,
